"SampleID"	"ExtractID"	"SequenceID"	"steps_remaining"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"ExtractBox"	"ExtractNotes"	"Extract.Volume..uL."	"Total.DNA..ng."	"Resuspended.Extract.Concentration..ng.uL."	"Resuspended.Extract.Volume..uL."	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"InLab"	"Received"	"Priority"	"mist.netting.latitude"	"mist.netting.longitude"	"net.length.area"	"capturing.time"	"sex"	"age"	"female.reproductive.status"	"number.of.pellets"	"body.mass"	"forearm"	"CollectionDate"	"Subject"	"Subj_Certainty"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"
"NWR-109"	"NWR-109-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-13	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	0.6	"J. O'Keefe (IN, IL)"	""	"y"	"11/13/24"	""	40.4138409	-92.949176	""	""	"F"	"J"	"NR"	""	"21"	"49.4"	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-110"	"NWR-110-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-13	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	0.2	"J. O'Keefe (IN, IL)"	""	"y"	"11/13/24"	""	39.86615655	-92.50563753	""	""	"M"	"A"	""	""	"18.8"	"48"	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-111"	"NWR-111-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-13	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	0.6	"J. O'Keefe (IN, IL)"	""	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"F"	"A"	"PL"	""	"19.5"	"50"	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-112"	"NWR-112-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-14	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	0.2	"J. O'Keefe (IN, IL)"	""	"y"	"11/13/24"	""	40.56991934	-92.71078332	""	""	"F"	"J"	"NR"	""	"20"	"47.9"	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-113"	"NWR-113-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-14	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	0.3	"J. O'Keefe (IN, IL)"	""	"y"	"11/13/24"	""	40.563229	-91.85844	""	""	"M"	"J"	""	""	"18"	"45.2"	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-113"	"NWR-113-E2"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-12-05	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	""	NA	75	5.0325	NA	NA	0.1	"J. O'Keefe (IN, IL)"	""	"y"	"11/13/24"	""	40.563229	-91.85844	""	""	"M"	"J"	""	""	"18"	"45.2"	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-124"	"NWR-124-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-25	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 2"	NA	75	17.325	0.592	20	0.2	"J. O'Keefe (IN, IL)"	""	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"F"	"A"	"PL"	""	"20.9"	"46"	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-124"	"NWR-124-E2"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-25	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 2"	NA	75	24.525	0.56	20	0.3	"J. O'Keefe (IN, IL)"	""	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"F"	"A"	"PL"	""	"20.9"	"46"	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-124"	"NWR-124-E3"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-12-05	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	""	NA	75	1.92	NA	NA	0	"J. O'Keefe (IN, IL)"	""	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"F"	"A"	"PL"	""	"20.9"	"46"	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-056"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KCI (NC)"	""	"n"	""	""	NA	NA	""	""	""	""	""	""	""	""	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-057"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KCI (NC)"	""	"n"	""	""	NA	NA	""	""	""	""	""	""	""	""	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-058"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KCI (NC)"	""	"n"	""	""	NA	NA	""	""	""	""	""	""	""	""	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-060"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KCI (NC)"	""	"n"	""	""	NA	NA	""	""	""	""	""	""	""	""	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-061"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KCI (NC)"	""	"n"	""	""	NA	NA	""	""	""	""	""	""	""	""	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-071"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KCI (NC)"	""	"n"	""	""	NA	NA	""	""	""	""	""	""	""	""	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-072"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KCI (NC)"	""	"n"	""	""	NA	NA	""	""	""	""	""	""	""	""	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-074"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KCI (NC)"	""	"n"	""	""	NA	NA	""	""	""	""	""	""	""	""	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-076"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KCI (NC)"	""	"n"	""	""	NA	NA	""	""	""	""	""	""	""	""	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-078"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KCI (NC)"	""	"n"	""	""	NA	NA	""	""	""	""	""	""	""	""	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-079"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KCI (NC)"	""	"n"	""	""	NA	NA	""	""	""	""	""	""	""	""	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-080"	NA	NA	"sample not extracted"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"KCI (NC)"	""	"n"	""	""	NA	NA	""	""	""	""	""	""	""	""	NA	""	"no"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-089"	"NWR-089-E3"	"NWR-089-S4"	"sample extracted and sequenced"	"nwr1"	"S4"	4	9	NA	NA	NA	2024-10-18	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	20	32.2	NA	NA	1.6	"RP (Highlands) please share with Katherine and Olivia "	"extracted"	"y"	"9/23/24"	"microbiome"	NA	NA	""	""	""	""	""	""	""	""	NA	"EPFU"	"yes"	20842	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-102"	"NWR-102-E1"	"NWR-102-S5"	"sample extracted and sequenced"	"nwr1"	"S5"	5	13	NA	NA	NA	2024-11-13	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	0.8	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"M"	"A"	""	"ND"	"17.9"	"47"	NA	"EPFU"	"yes"	18360	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-103"	"NWR-103-E1"	"NWR-103-S6"	"sample extracted and sequenced"	"nwr1"	"S6"	6	12	NA	NA	NA	2024-11-13	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	0.8	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"F"	"J"	"NR"	"ND"	"19.25"	"50.5"	NA	"EPFU"	"yes"	7275	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-107"	"NWR-107-E1"	"NWR-107-S7"	"sample extracted and sequenced"	"nwr1"	"S7"	7	10	NA	NA	NA	2024-11-13	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	1	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.4138409	-92.949176	""	""	"F"	"J"	"NR"	""	"20"	"45.3"	NA	"EPFU"	"yes"	12317	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-108"	"NWR-108-E1"	"NWR-108-S8"	"sample extracted and sequenced"	"nwr1"	"S8"	8	2	NA	NA	NA	2024-11-13	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	5.2	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.4138409	-92.949176	""	""	"M"	"J"	""	""	"ND"	"46.1"	NA	"EPFU"	"yes"	8773	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-114"	"NWR-114-E1"	"NWR-114-S9"	"sample extracted and sequenced"	"nwr1"	"S9"	9	14	NA	NA	NA	2024-11-14	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	0.7	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"M"	"J"	""	""	"15.5"	"46"	NA	"EPFU"	"yes"	21552	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-115"	"NWR-115-E1"	"NWR-115-S10"	"sample extracted and sequenced"	"nwr1"	"S10"	10	10	NA	NA	NA	2024-11-14	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	1	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"F"	"J"	""	""	"15.7"	"47"	NA	"EPFU"	"yes"	2316	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-116"	"NWR-116-E1"	"NWR-116-S11"	"sample extracted and sequenced"	"nwr1"	"S11"	11	9	NA	NA	NA	2024-11-14	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	1.1	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	39.86615655	-92.50563753	""	""	"M"	"A"	""	""	"16"	"44"	NA	"EPFU"	"yes"	2716	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-117"	"NWR-117-E1"	"NWR-117-S12"	"sample extracted and sequenced"	"nwr1"	"S12"	12	3	NA	NA	NA	2024-11-14	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	3.4	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.5788157	-91.89688037	""	""	""	""	""	""	""	""	NA	"EPFU"	"yes"	12321	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-118"	"NWR-118-E1"	"NWR-118-S13"	"sample extracted and sequenced"	"nwr1"	"S13"	13	12	NA	NA	NA	2024-11-14	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	0.8	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"M"	"J"	""	""	"15.1"	"48"	NA	"EPFU"	"yes"	4142	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-119"	"NWR-119-E1"	"NWR-119-S14"	"sample extracted and sequenced"	"nwr1"	"S14"	14	12	NA	NA	NA	2024-11-14	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	0.8	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.5788157	-91.89688037	""	""	"F"	"A"	"PL"	""	"21.3"	"46"	NA	"EPFU"	"yes"	2112	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-126"	"NWR-126-E1"	"NWR-126-S17"	"sample extracted and sequenced"	"nwr1"	"S17"	17	9	NA	NA	NA	2024-11-25	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 2"	NA	75	28.05	1.09	20	0.4	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"M"	"A"	""	""	"18.7"	"46"	NA	"EPFU"	"yes"	35644	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-130"	"NWR-130-E1"	"NWR-130-S18"	"sample extracted and sequenced"	"nwr1"	"S18"	18	6	NA	NA	NA	2024-12-12	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	""	NA	75	123.75	NA	NA	1.6	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.5788157	-91.89688037	""	""	"F"	"A"	"L"	""	"19.4"	"48"	NA	"EPFU"	"yes"	22155	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-127"	"NWR-127-E1"	"NWR-127-S19"	"sample extracted and sequenced"	"nwr1"	"S19"	19	10	NA	NA	NA	2024-11-25	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 2"	NA	75	45.675	0.954	20	0.6	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.56530543	-92.696214	""	""	"M"	"A"	""	""	"19.2"	"45"	NA	"EPFU"	"yes"	17562	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-122"	"NWR-122-E1"	"NWR-122-S21"	"sample extracted and sequenced"	"nwr1"	"S21"	21	11	NA	NA	NA	2024-11-25	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 2"	NA	NA	0	NA	NA	0.9	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"M"	"J"	""	""	"17.5"	"46"	NA	"EPFU"	"yes"	20680	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-121"	"NWR-121-E1"	"NWR-121-S23"	"sample extracted and sequenced"	"nwr1"	"S23"	23	14	NA	NA	NA	2024-11-14	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	0.7	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.434158	-92.986717	""	""	"F"	"J"	"NR"	""	"18.9"	"48"	NA	"EPFU"	"yes"	12606	"AXA477"	"NWR-CM"	"NWR1"	2025-02-20	2025-02-20 23:32:40.268531	"bats"	2025-02-20	"rapid16s"	"SQK-16S024"	"FLO-FLG001"	"FA-09291"	"Angel-MinION"	2	3	1500	10	15	"yes"	50
"NWR-007"	"NWR-007-E2"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-10-17	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	20	0.916	NA	NA	0	"RP (Highlands) please share with Katherine and Olivia "	"extracted"	"y"	"9/23/24"	"microbiome"	NA	NA	""	""	""	""	""	""	""	""	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-007"	"NWR-007-E3"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-10-17	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	20	1.328	NA	NA	0.1	"RP (Highlands) please share with Katherine and Olivia "	"extracted"	"y"	"9/23/24"	"microbiome"	NA	NA	""	""	""	""	""	""	""	""	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-007"	"NWR-007-E4"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-05	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	75	4.5225	NA	NA	0.1	"RP (Highlands) please share with Katherine and Olivia "	"extracted"	"y"	"9/23/24"	"microbiome"	NA	NA	""	""	""	""	""	""	""	""	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-007"	"NWR-007-E5"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-12-05	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	""	NA	75	2.8725	NA	NA	0	"RP (Highlands) please share with Katherine and Olivia "	"extracted"	"y"	"9/23/24"	"microbiome"	NA	NA	""	""	""	""	""	""	""	""	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-089"	"NWR-089-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-10-10	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	75	0.3975	NA	NA	0	"RP (Highlands) please share with Katherine and Olivia "	"extracted"	"y"	"9/23/24"	"microbiome"	NA	NA	""	""	""	""	""	""	""	""	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-089"	"NWR-089-E2"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-10-18	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	20	7.18	NA	NA	0.4	"RP (Highlands) please share with Katherine and Olivia "	"extracted"	"y"	"9/23/24"	"microbiome"	NA	NA	""	""	""	""	""	""	""	""	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-099"	"NWR-099-E2"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-10-17	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	20	4.18	NA	NA	0.2	"RP (Highlands) please share with Katherine and Olivia "	"extracted"	"y"	"9/23/24"	"microbiome"	NA	NA	""	""	""	""	""	""	""	""	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-099"	"NWR-099-E3"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-10-17	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	20	2.54	NA	NA	0.1	"RP (Highlands) please share with Katherine and Olivia "	"extracted"	"y"	"9/23/24"	"microbiome"	NA	NA	""	""	""	""	""	""	""	""	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-099"	"NWR-099-E4"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-10-31	"SA"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	20	5.2	NA	NA	0.3	"RP (Highlands) please share with Katherine and Olivia "	"extracted"	"y"	"9/23/24"	"microbiome"	NA	NA	""	""	""	""	""	""	""	""	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-099"	"NWR-099-E5"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-05	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	75	11.025	0.302	20	0.1	"RP (Highlands) please share with Katherine and Olivia "	"extracted"	"y"	"9/23/24"	"microbiome"	NA	NA	""	""	""	""	""	""	""	""	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NWR-120"	"NWR-120-E1"	NA	"extract not sequenced"	NA	NA	NA	NA	NA	NA	NA	2024-11-14	"TR"	"Zymo Quick-DNA Fecal/Soil Microbe"	"NWR Bat DNA Extracts Box 1"	NA	NA	0	NA	NA	1.2	"J. O'Keefe (IN, IL)"	"extracted"	"y"	"11/13/24"	""	40.5788157	-91.89688037	""	""	"F"	"A"	"PL"	""	"24"	"49"	NA	"EPFU"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
